po_idx,po_code,po_desc,found_code,found_desc,found_source,db_type,score,match_type
15.9.2,CPU-013,"SOLEIRAS DE QUARTZITO, ESPESSURA 2,5 CM, ASSENTADA SOBRE ARGAMASSA",CPU-013,"SOLEIRAS DE QUARTZITO, ESPESSURA 2,5 CM, ASSENTADA SOBRE ARGAMASSA",PRÓPRIA,INSUMO,100,EXACT_CODE
16.2,00001118,"CALHA PARA AGUA FURTADA DE CHAPA DE ACO GALVANIZADA NUM 26, CORTE 50 CM",00001118,"CALHA PARA AGUA FURTADA DE CHAPA DE ACO GALVANIZADA NUM 26, CORTE 50 CM",SINAPI,INSUMO,100,EXACT_CODE
16.4,2408149,"ESTRUTURA EM PERFIL DE AÇO ASTM A36 CORTE, SOLDA E MONTAGEM - FORNECIMENTO E INSTALAÇÃO",2408149,"ESTRUTURA EM PERFIL DE AÇO ASTM A36 CORTE, SOLDA E MONTAGEM - FORNECIMENTO E INSTALAÇÃO",SICRO,INSUMO,100,EXACT_CODE
16.4,2408149,"ESTRUTURA EM PERFIL DE AÇO ASTM A36 CORTE, SOLDA E MONTAGEM - FORNECIMENTO E INSTALAÇÃO",2408149,"Estrutura em perfil de aço ASTM A36 corte, solda e montagem - fornecimento e instalação",SICRO NOVO,INSUMO,100,EXACT_CODE
16.5,S12414,"TERÇA METÁLICA, EM PERFIL UDC127X50X5,13, P/ USO EM COBERTURAS DE PÓRTICOS DIVERSOS VÃOS, PINTURA 01 DEMÃO EPOXI FUNDO ÓXIDO FERRO + 02 DEMÃOS ESMALTE EPOXI BRANCO",S12414,"TERÇA METÁLICA, EM PERFIL UDC127X50X5,13, P/ USO EM COBERTURAS DE PÓRTICOS DIVERSOS VÃOS, PINTURA 01 DEMÃO EPOXI FUNDO ÓXIDO FERRO + 02 DEMÃOS ESMALTE EPOXI BRANCO",ORSE,INSUMO,100,EXACT_CODE
16.6,S12508,"ESTRUTURA METÁLICA P/ COBERTURA C/VIGAS-TRELIÇA PRATT UDC75 E TERÇAS EM UDC 127, 2 ÁGUAS, SEM LANTERNIN, VÃOS 6,0 A 10,0M, PINTADO 1 D OXIDO FERRO + 2 D ESMALTE EPÓXI BRANCO, EXCETO FORN. TELHAS - EXECUTADA",S12508,"ESTRUTURA METÁLICA P/ COBERTURA C/VIGAS-TRELIÇA PRATT UDC75 E TERÇAS EM UDC 127, 2 ÁGUAS, SEM LANTERNIN, VÃOS 6,0 A 10,0M, PINTADO 1 D OXIDO FERRO + 2 D ESMALTE EPÓXI BRANCO, EXCETO FORN. TELHAS - EXECUTADA",ORSE,INSUMO,100,EXACT_CODE
16.7,08.15.40,"CUMEEIRA METALICA GALVANIZADA TRAPEZOIDAL E= 0,50MM (SIMPLES) ADP REF 100326",08.15.40,"CUMEEIRA METALICA GALVANIZADA TRAPEZOIDAL E= 0,50MM (SIMPLES) ADP REF 100326",SUDECAP,INSUMO,100,EXACT_CODE
16.8,16.33.022,"CALHA, RUFO, AFINS EM CHAPA GALVANIZADA Nº 24 - CORTE 0,33 M",16.33.022,"CALHA, RUFO, AFINS EM CHAPA GALVANIZADA Nº 24 - CORTE 0,33 M",SP OBRAS,INSUMO,100,EXACT_CODE
16.9,COM-13758381,TELHADO VERDE (M2),COM-13758381,TELHADO VERDE (M2),PRÓPRIA,INSUMO,100,EXACT_CODE
18.1.1,22.06.240,"PROTETOR DE PAREDE EM PVC LARGURA 200MM, ESPESSURA 3,5MM, COR AZUL ESCURO, REF. TECNOPERFIL TEC198N OU EQUIVALENTE TÉCNICO - FORNECIMENTO E INSTALAÇÃO",22.06.240,"PROTETOR DE PAREDE EM PVC LARGURA 200MM, ESPESSURA 3,5MM, COR AZUL ESCURO, REF. TECNOPERFIL TEC198N OU EQUIVALENTE TÉCNICO - FORNECIMENTO E INSTALAÇÃO",SP OBRAS,INSUMO,100,EXACT_CODE
18.1.2,27.04.040,"CORRIMÃO, BATE-MACA OU PROTETOR DE PAREDE EM PVC, COM AMORTECIMENTO À IMPACTO, ALTURA DE 131 MM, REF. TECNOPERFIL TEC 026N OU EQUIVALENTE TÉCNICO - FORNECIMENTO E INSTALAÇÃO",27.04.040,"CORRIMÃO, BATE-MACA OU PROTETOR DE PAREDE EM PVC, COM AMORTECIMENTO À IMPACTO, ALTURA DE 131 MM, REF. TECNOPERFIL TEC 026N OU EQUIVALENTE TÉCNICO - FORNECIMENTO E INSTALAÇÃO",SP OBRAS,INSUMO,100,EXACT_CODE
18.1.3,21.20.410,"CANTONEIRA DE SOBREPOR EM PVC, ALTURA 1,50M, COM ABAS IGUAIS (25X25MM), COR CINZAACETINADO, ESPESSURA 3,5MM - FORNECIMENTO E INSTALAÇÃO",21.20.410,"CANTONEIRA DE SOBREPOR EM PVC, ALTURA 1,50M, COM ABAS IGUAIS (25X25MM), COR CINZAACETINADO, ESPESSURA 3,5MM - FORNECIMENTO E INSTALAÇÃO",SP OBRAS,INSUMO,100,EXACT_CODE
18.1.4,27.04.070,"BATE-MACA OU PROTETOR DE PAREDE EM PVC, COM ALTURA DE 200MM, BARRA DE 4M, REF. TEC 200 DA TECNOPERFIL OU EQUIVALENTE",27.04.070,"BATE-MACA OU PROTETOR DE PAREDE EM PVC, COM ALTURA DE 200MM, BARRA DE 4M, REF. TEC 200 DA TECNOPERFIL OU EQUIVALENTE",SP OBRAS,INSUMO,100,EXACT_CODE
18.2.1,S07759,"LAVATÓRIO LOUÇA (DECA-LINHA VOGUE PLUS CONFORTO, REF L-510 OU SIMILAR) COM COLUNA SUSPENSA, (DECA, LINHA VOGUE PLUS CONFORTO, REF. C-510 OU SIMILAR), C/ SIFÃO CROMADO, VÁLVULA CROMADA, ENGATE CROMADO, EXCLUSIVE TORNEIRA",S07759,"LAVATÓRIO LOUÇA (DECA-LINHA VOGUE PLUS CONFORTO, REF L-510 OU SIMILAR) COM COLUNA SUSPENSA, (DECA, LINHA VOGUE PLUS CONFORTO, REF. C-510 OU SIMILAR), C/ SIFÃO CROMADO, VÁLVULA CROMADA, ENGATE CROMADO, EXCLUSIVE TORNEIRA",ORSE,INSUMO,100,EXACT_CODE
18.2.2,S07375,"MICTÓRIO DE LOUÇA COM SIFÃO INTEGRADO (DECA REF M712), ENGATE CROMADO (DECA REF C4606180) E VÁLVULA MICTÓRIO ANTIVANDALISMO(DOCOL REF.17015106) OU SIMILARES",S07375,"MICTÓRIO DE LOUÇA COM SIFÃO INTEGRADO (DECA REF M712), ENGATE CROMADO (DECA REF C4606180) E VÁLVULA MICTÓRIO ANTIVANDALISMO(DOCOL REF.17015106) OU SIMILARES",ORSE,INSUMO,100,EXACT_CODE
18.2.3,S02016,"TANQUE DE LOUÇA (DECA REFTQ 03) COM COLUNA (DECA REFCT 25), COM TORNEIRA METÁLICA (DECA LINHA C23 REF 1153), C/ VÁLVULA DE PLÁSTICO E CONJUNTO DE FIXAÇÃO OU SIMILARES",S02016,"TANQUE DE LOUÇA (DECA REFTQ 03) COM COLUNA (DECA REFCT 25), COM TORNEIRA METÁLICA (DECA LINHA C23 REF 1153), C/ VÁLVULA DE PLÁSTICO E CONJUNTO DE FIXAÇÃO OU SIMILARES",ORSE,INSUMO,100,EXACT_CODE
18.2.4,CPU-HSP-1196,"LO04 BACIA SANITÁRIA CONVENCIONAL CONFORTO SEM ABERTURA FRONTAL, BACIA MAIS ALTA, LINHA VOGUE PLUS CONFORT, REF. P.510.17 (0,36X0,53 / H= 0,44), COR BRANCO GELO GE17, MARCA DECA OU SIMILAR DE IDÊNTICA ESPECIFICAÇÃO TÉCNICA, ALTURA 43 A 45 DO PISO ACABADO OU SIMILAR DE IDÊNTICA ESPECIFICAÇÃO TÉCNICA. ASSENTO VOGUE PLUS – TERMOFIXO COR BRANCO GELO GE17 REF.: AP 513 DA MARCA DECA OU SIMILAR DE IDÊNTICA ESPECIFICAÇÃO TÉCNICA. - BDI = 23,50",CPU-HSP-1196,"LO04 BACIA SANITÁRIA CONVENCIONAL CONFORTO SEM ABERTURA FRONTAL, BACIA MAIS ALTA, LINHA VOGUE PLUS CONFORT, REF. P.510.17 (0,36X0,53 / H= 0,44), COR BRANCO GELO GE17, MARCA DECA OU SIMILAR DE IDÊNTICA ESPECIFICAÇÃO TÉCNICA, ALTURA 43 A 45 DO PISO ACABADO OU SIMILAR DE IDÊNTICA ESPECIFICAÇÃO TÉCNICA. ASSENTO VOGUE PLUS – TERMOFIXO COR BRANCO GELO GE17 REF.: AP 513 DA MARCA DECA OU SIMILAR DE IDÊNTICA ESPECIFICAÇÃO TÉCNICA.",CPU-PPR,INSUMO,100,EXACT_CODE
18.3.1,44.02.200,"TAMPO/BANCADA EM CONCRETO ARMADO, REVESTIDO EM AÇO INOXIDÁVEL FOSCO POLIDO",44.02.200,"TAMPO/BANCADA EM CONCRETO ARMADO, REVESTIDO EM AÇO INOXIDÁVEL FOSCO POLIDO",SP OBRAS,INSUMO,100,EXACT_CODE
18.3.2,44.06.300,CUBA EM AÇO INOXIDÁVEL SIMPLES DE 400X340X140MM,44.06.300,CUBA EM AÇO INOXIDÁVEL SIMPLES DE 400X340X140MM,SP OBRAS,INSUMO,100,EXACT_CODE
18.3.3,44.06.330,CUBA EM AÇO INOXIDÁVEL SIMPLES DE 500X400X400MM,44.06.330,CUBA EM AÇO INOXIDÁVEL SIMPLES DE 500X400X400MM,SP OBRAS,INSUMO,100,EXACT_CODE
18.3.4,44.06.520,CUBA EM AÇO INOXIDÁVEL SIMPLES DE 600X500X400MM,44.06.520,CUBA EM AÇO INOXIDÁVEL SIMPLES DE 600X500X400MM,SP OBRAS,INSUMO,100,EXACT_CODE
18.3.5,S13262,"FUNIL EXPURGO HOSPITALAR DE AÇO INOX 304 290X300MM E= 0,8MM SEM MESA PARA EMBUTIR - MIRNOX OU SIMILAR",S13262,"FUNIL EXPURGO HOSPITALAR DE AÇO INOX 304 290X300MM E= 0,8MM SEM MESA PARA EMBUTIR - MIRNOX OU SIMILAR",ORSE,INSUMO,100,EXACT_CODE
18.3.6,S13662,"BANCADA EM PEDRA SILESTONE BRANCO, E=2CM",S13662,"BANCADA EM PEDRA SILESTONE BRANCO, E=2CM",ORSE,INSUMO,100,EXACT_CODE
18.3.7,S13663,"TESTEIRA EM PEDRA SILESTONE BRANCA, L=15 CM, APLICADO COM ARGAMASSA INDUSTRIALIZADA AC-I",S13663,"TESTEIRA EM PEDRA SILESTONE BRANCA, L=15 CM, APLICADO COM ARGAMASSA INDUSTRIALIZADA AC-I",ORSE,INSUMO,100,EXACT_CODE
18.3.8,S.04.000.065676,TAMPO EM MDF DE 25 MM DE ESPESSURA COM LAMINADO MELAMÍNICO,S.04.000.065676,Tampo em MDF de 25 mm de espessura com laminado melamínico,SP Obras,INSUMO,100,EXACT_CODE
18.3.8,S.04.000.065676,TAMPO EM MDF DE 25 MM DE ESPESSURA COM LAMINADO MELAMÍNICO,S.04.000.065676,TAMPO EM MDF DE 25 MM DE ESPESSURA COM LAMINADO MELAMÍNICO,SP OBRAS,COMP_ANALITICA,100,EXACT_CODE
18.4.10,S11748,"TORNEIRA PARA LAVATÓRIO, DE MESA, BICA ALTA, LINHA LINK CONFORTO, REF.1196 C.LNK DA DECA OU SIMILAR, INCLUSIVE FURO PARA INSTALAÇÃO EM BANCADA",S11748,"TORNEIRA PARA LAVATÓRIO, DE MESA, BICA ALTA, LINHA LINK CONFORTO, REF.1196 C.LNK DA DECA OU SIMILAR, INCLUSIVE FURO PARA INSTALAÇÃO EM BANCADA",ORSE,INSUMO,100,EXACT_CODE
18.4.11,S13845,"TORNEIRA DE MESA COM FECHAMENTO AUTOMÁTICO PARA LAVATÓRIO, CROMADO, LINHA DECAMATIC ECO CONFORTO, REF. 1173.C.CONF DECA OU SIMILAR, INCLUSIVE INSTALAÇÃO",S13845,"TORNEIRA DE MESA COM FECHAMENTO AUTOMÁTICO PARA LAVATÓRIO, CROMADO, LINHA DECAMATIC ECO CONFORTO, REF. 1173.C.CONF DECA OU SIMILAR, INCLUSIVE INSTALAÇÃO",ORSE,INSUMO,100,EXACT_CODE
18.4.12,S09676,"TORNEIRA DE MESA COM FECHAMENTO AUTOMÁTICO, LINHA DECAMATIC ECO, REF.1173.C, DECA OU SIMILAR",S09676,"TORNEIRA DE MESA COM FECHAMENTO AUTOMÁTICO, LINHA DECAMATIC ECO, REF.1173.C, DECA OU SIMILAR",ORSE,INSUMO,100,EXACT_CODE
18.4.13,S13649,"CHUVEIRO EM AÇO INOX CROMADO COM TUBO, DE PAREDE, LINHA MAX REF.: 1977.C.CT, DECA OU SIMILAR",S13649,"CHUVEIRO EM AÇO INOX CROMADO COM TUBO, DE PAREDE, LINHA MAX REF.: 1977.C.CT, DECA OU SIMILAR",ORSE,INSUMO,100,EXACT_CODE
18.4.3,COMP-59826305,"BARRA DE APOIO RETA, EM AÇO INOX POLIDO, COMPRIMENTO 75 CM, FIXADA NA PAREDE - FORNECIMENTO E INSTALAÇÃO.",COMP-59826305,"BARRA DE APOIO RETA, EM AÇO INOX POLIDO, COMPRIMENTO 75 CM, FIXADA NA PAREDE - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,INSUMO,100,EXACT_CODE
18.4.4,SAP-046,"BARRA DE APOIO RETA, EM AÇO INOX POLIDO, COMPRIMENTO 40 CM, FIXADA NA PAREDE - FORNECIMENTO E INSTALAÇÃO.",SAP-046,"BARRA DE APOIO RETA, EM AÇO INOX POLIDO, COMPRIMENTO 40 CM, FIXADA NA PAREDE - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,INSUMO,100,EXACT_CODE
18.4.6,00036796,"TORNEIRA METALICA CROMADA DE MESA, PARA LAVATORIO, TEMPORIZADA PRESSAO FECHAMENTO AUTOMATICO, BICA BAIXA",00036796,"TORNEIRA METALICA CROMADA DE MESA, PARA LAVATORIO, TEMPORIZADA PRESSAO FECHAMENTO AUTOMATICO, BICA BAIXA",SINAPI,INSUMO,100,EXACT_CODE
18.4.7,00011771,"MISTURADOR DE PAREDE, DE METAL CROMADO, PARA COZINHA, BICA ALTA MOVEL, COM AREJADOR ARTICULADO",00011771,"MISTURADOR DE PAREDE, DE METAL CROMADO, PARA COZINHA, BICA ALTA MOVEL, COM AREJADOR ARTICULADO",SINAPI,INSUMO,100,EXACT_CODE
18.4.8,S13761,TORNEIRA PARA LAVATORIO COM ACIONAMENTO COTOVELO,S13761,TORNEIRA PARA LAVATORIO COM ACIONAMENTO COTOVELO,ORSE,INSUMO,100,EXACT_CODE
18.4.9,00011772,"TORNEIRA METALICA CROMADA, DE MESA/BANCADA, PARA COZINHA, BICA MOVEL, COM AREJADOR, 1/2"" OU 3/4""",00011772,"TORNEIRA METALICA CROMADA, DE MESA/BANCADA, PARA COZINHA, BICA MOVEL, COM AREJADOR, 1/2"" OU 3/4""",SINAPI,INSUMO,100,EXACT_CODE
18.5.1,D170000073,"PRATELEIRA EM CHAPA DE MDF, REVESTIDO EM LAMINADO MELAMINICO, E=18 MM",D170000073,"PRATELEIRA EM CHAPA DE MDF, REVESTIDO EM LAMINADO MELAMINICO, E=18 MM",EMBASA,INSUMO,100,EXACT_CODE
18.5.2,251463,ARMÁRIO EM MDF (C/ GAVETAS/PRATELEIRAS E PORTAS),251463,ARMÁRIO EM MDF (C/ GAVETAS/PRATELEIRAS E PORTAS),SEDOP,INSUMO,100,EXACT_CODE
18.5.3,3.01.60,BR-05 TAMPO MDF 25MM C/LAMINADO POSTFORMING 6MM G1-C7,3.01.60,BR-05 TAMPO MDF 25MM C/LAMINADO POSTFORMING 6MM G1-C7,SP Educação,INSUMO,100,EXACT_CODE
18.5.3,3.01.60,BR-05 TAMPO MDF 25MM C/LAMINADO POSTFORMING 6MM G1-C7,3.01.60,BR-05 TAMPO MDF 25MM C/LAMINADO POSTFORMING 6MM G1-C7,SP Obras,INSUMO,100,EXACT_CODE
18.5.3,3.01.60,BR-05 TAMPO MDF 25MM C/LAMINADO POSTFORMING 6MM G1-C7,3.01.60,BR-5 TAMPO MDF 25MM C/LAMINADO POSTFORMING 6MM G1-C7,SP EDUCAÇÃO,COMP_ANALITICA,100,EXACT_CODE
19.1,CPU-HSP-0028,"ADS-PE - ADESIVO PUXE E EMPURRE, COMPOSTO DE FAIXA EM PELÍCULA DE VINIL AUTOADESIVO PARA VIDRO COMO EFEITO JATEADO E QUADRO EM VINIL AUTOADESIVO COR BRANCO COM INFORMAÇÕES NA COR CINZA, CONFORME MEMORIAL.",CPU-HSP-0028,"ADS-PE - ADESIVO PUXE E EMPURRE, COMPOSTO DE FAIXA EM PELÍCULA DE VINIL AUTOADESIVO PARA VIDRO COMO EFEITO JATEADO E QUADRO EM VINIL AUTOADESIVO COR BRANCO COM INFORMAÇÕES NA COR CINZA, CONFORME MEMORIAL.",CPU-PPR,INSUMO,100,EXACT_CODE
19.10,CPU-HSP-1359,"PDE - PAINÉIS DIRETÓRIOS ELEVADORES - PLACA EM CHAPA DE PVC 2MM COM APLICAÇÃO DE VINIL ADESIVO, CONFORME MEMORIAL. DIMENSÃO TOTAL:40X168CM (CXA)",CPU-HSP-1359,"PDE - PAINÉIS DIRETÓRIOS ELEVADORES - PLACA EM CHAPA DE PVC 2MM COM APLICAÇÃO DE VINIL ADESIVO, CONFORME MEMORIAL. DIMENSÃO TOTAL:40X168CM (CXA)",CPU-PPR,INSUMO,100,EXACT_CODE
19.11,CPU-HSP-1360,"PDI - PLACA DIRECIONAL DE PAREDE - PLACA EM CHAPA DE PVC 2MM COM APLICAÇÃO DE VINIL ADESIVO, CONFORME MEMORIAL. DIMENSÃO TOTAL: 80X80CM (CXA)",CPU-HSP-1360,"PDI - PLACA DIRECIONAL DE PAREDE - PLACA EM CHAPA DE PVC 2MM COM APLICAÇÃO DE VINIL ADESIVO, CONFORME MEMORIAL. DIMENSÃO TOTAL: 80X80CM (CXA)",CPU-PPR,INSUMO,100,EXACT_CODE
19.12,CPU-HSP-1361,"PDS - PLACA DIRECIONAL SUSPENSA -ESTRUTURA TUBULAR METÁLICA REVESTIDA COM CHAPA DE ACM COM APLICAÇÃO DE VINIL ADESIVO, FIXADO COM CABOS DE AÇO NA LAJE, CONFORME MEMORIAL. DIMENSÃO TOTAL: 125X25CM (CXA)",CPU-HSP-1361,"PDS - PLACA DIRECIONAL SUSPENSA -ESTRUTURA TUBULAR METÁLICA REVESTIDA COM CHAPA DE ACM COM APLICAÇÃO DE VINIL ADESIVO, FIXADO COM CABOS DE AÇO NA LAJE, CONFORME MEMORIAL. DIMENSÃO TOTAL: 125X25CM (CXA)",CPU-PPR,INSUMO,100,EXACT_CODE
19.13,CPU-HSP-1411,"PIA-IA - PLACA DE IDENTIFICAÇÃO DE ALAS/ SETORES/ SALAS - PLACA SUSPENSA - ESTRUTURA TUBULAR METÁLICA REVESTIDA COM CHAPA DE ACM COM APLICAÇÃO DE VINIL ADESIVO, FIXADO COM CABOS DE AÇO NA LAJE, CONFORME MEMORIAL. DIMENSÃO TOTAL: 100X25CM (CXA)",CPU-HSP-1411,"PIA-IA - PLACA DE IDENTIFICAÇÃO DE ALAS/ SETORES/ SALAS - PLACA SUSPENSA - ESTRUTURA TUBULAR METÁLICA REVESTIDA COM CHAPA DE ACM COM APLICAÇÃO DE VINIL ADESIVO, FIXADO COM CABOS DE AÇO NA LAJE, CONFORME MEMORIAL. DIMENSÃO TOTAL: 100X25CM (CXA)",CPU-PPR,INSUMO,100,EXACT_CODE
19.14,CPU-HSP-1413,"PIA-ST - PLACA DE IDENTIFICAÇÃO DE ALAS/ SETORES/ SALAS - PLACA DE SETOR - BASTIDOR EM CHAPA DE ALUMÍNIO COM PLACA EM CHAPA DE PVC 2MM COM APLICAÇÃO DE VINIL ADESIVO, CONFORME MEMORIAL. DIMENSÃO TOTAL: 35X80CM (CXA)",CPU-HSP-1413,"PIA-ST - PLACA DE IDENTIFICAÇÃO DE ALAS/ SETORES/ SALAS - PLACA DE SETOR - BASTIDOR EM CHAPA DE ALUMÍNIO COM PLACA EM CHAPA DE PVC 2MM COM APLICAÇÃO DE VINIL ADESIVO, CONFORME MEMORIAL. DIMENSÃO TOTAL: 35X80CM (CXA)",CPU-PPR,INSUMO,100,EXACT_CODE
19.15,CPU-HSP-1415,"PIH - PLACA INFORMATIVA DE HORÁRIO DE FUNCIONAMENTO, COM MOLDURA METÁLICA COM FECHAMENTO EM CHAPA DE ACM, COM INFORMAÇÕES EM VINIL ADESIVO, CONFORME MEMORIAL. DIMENSÃO TOTAL: 60X60CM (CXA)",CPU-HSP-1415,"PIH - PLACA INFORMATIVA DE HORÁRIO DE FUNCIONAMENTO, COM MOLDURA METÁLICA COM FECHAMENTO EM CHAPA DE ACM, COM INFORMAÇÕES EM VINIL ADESIVO, CONFORME MEMORIAL. DIMENSÃO TOTAL: 60X60CM (CXA)",CPU-PPR,INSUMO,100,EXACT_CODE
19.16,CPU-HSP-1417,"PIL-V - PLACA DE IDENTIFICAÇÃO DE LEITOS -VERTICAL - BANDEJA EM CHAPA ACRÍLICA CRISTAL 2MM, RECORTADA PARA FOLHAS A4, E INFORMAÇÃO NUMÉRICA IMPRESSA SOBRE VINIL AUTOADESIVO APLICADA NA CHAPA ACRÍLICA, CONFORME MEMORIAL. DIMENSÃO TOTAL: 22X53CM (CXA)",CPU-HSP-1417,"PIL-V - PLACA DE IDENTIFICAÇÃO DE LEITOS -VERTICAL - BANDEJA EM CHAPA ACRÍLICA CRISTAL 2MM, RECORTADA PARA FOLHAS A4, E INFORMAÇÃO NUMÉRICA IMPRESSA SOBRE VINIL AUTOADESIVO APLICADA NA CHAPA ACRÍLICA, CONFORME MEMORIAL. DIMENSÃO TOTAL: 22X53CM (CXA)",CPU-PPR,INSUMO,100,EXACT_CODE
19.17,CPU-HSP-1431,"PIP - PLACA DE IDENTIFICAÇÃO DE PAVIMENTOS - PLACA DE PAREDE - BASTIDOR EM CHAPA DE ALUMÍNIO COM PLACA EM CHAPA DE PVC 2MM COM APLICAÇÃO DE VINIL ADESIVO, CONFORME MEMORIAL. DIMENSÃO TOTAL: 25X25CM (CXA)",CPU-HSP-1431,"PIP - PLACA DE IDENTIFICAÇÃO DE PAVIMENTOS - PLACA DE PAREDE - BASTIDOR EM CHAPA DE ALUMÍNIO COM PLACA EM CHAPA DE PVC 2MM COM APLICAÇÃO DE VINIL ADESIVO, CONFORME MEMORIAL. DIMENSÃO TOTAL: 25X25CM (CXA)",CPU-PPR,INSUMO,100,EXACT_CODE
19.18,CPU-HSP-1494,"PLO 01 - PLOTAGEM EM ADESIVO VINÍLICO COM ACABAMENTO FOSCO, PADRÃO CIMENTO QUEIMADO, CONFORME MEMORIAL",CPU-HSP-1494,"PLO 01 - PLOTAGEM EM ADESIVO VINÍLICO COM ACABAMENTO FOSCO, PADRÃO CIMENTO QUEIMADO, CONFORME MEMORIAL",CPU-PPR,INSUMO,100,EXACT_CODE
19.19,CPU-HSP-1495,"PLO 02 - PLOTAGEM EM ADESIVO VINÍLICO COM ACABAMENTO FOSCO, PADRÃO GEOMÉTRICO CIRCULAR, CONFORME MEMORIAL",CPU-HSP-1495,"PLO 02 - PLOTAGEM EM ADESIVO VINÍLICO COM ACABAMENTO FOSCO, PADRÃO GEOMÉTRICO CIRCULAR, CONFORME MEMORIAL",CPU-PPR,INSUMO,100,EXACT_CODE
19.2,CPU-HSP-0075,"ASG-IG - APRESENTAÇÃO DE SENHA DE ATENDIMENTO E GUICHÊ - IDENFICAÇÃO DE GUICHÊ -PLACA SUSPENSA COM ESTRUTURA TUBULAR METÁLICA REVESTIDA COM CHAPA DE ACM COM APLICAÇÃO DE VINIL ADESIVO, FIXADO COM CABOS DE AÇO NA LAJE, CONFORME MEMORIAL. DIMENSÃO TOTAL: 75X25CM (CXA)",CPU-HSP-0075,"ASG-IG - APRESENTAÇÃO DE SENHA DE ATENDIMENTO E GUICHÊ - IDENFICAÇÃO DE GUICHÊ -PLACA SUSPENSA COM ESTRUTURA TUBULAR METÁLICA REVESTIDA COM CHAPA DE ACM COM APLICAÇÃO DE VINIL ADESIVO, FIXADO COM CABOS DE AÇO NA LAJE, CONFORME MEMORIAL. DIMENSÃO TOTAL: 75X25CM (CXA)",CPU-PPR,INSUMO,100,EXACT_CODE
19.20,CPU-HSP-1496,"PLO 03 - PLOTAGEM EM ADESIVO VINÍLICO COM ACABAMENTO FOSCO, PADRÃO FLORAL, CONFORME MEMORIAL",CPU-HSP-1496,"PLO 03 - PLOTAGEM EM ADESIVO VINÍLICO COM ACABAMENTO FOSCO, PADRÃO FLORAL, CONFORME MEMORIAL",CPU-PPR,INSUMO,100,EXACT_CODE
19.21,CPU-HSP-1497,"PLO 04 - PLOTAGEM EM ADESIVO VINÍLICO COM ACABAMENTO FOSCO, PADRÃO FIGURAS MATERNAS, CONFORME MEMORIAL",CPU-HSP-1497,"PLO 04 - PLOTAGEM EM ADESIVO VINÍLICO COM ACABAMENTO FOSCO, PADRÃO FIGURAS MATERNAS, CONFORME MEMORIAL",CPU-PPR,INSUMO,100,EXACT_CODE
19.22,CPU-HSP-1498,"PLO 05 - PLOTAGEM EM ADESIVO VINÍLICO COM ACABAMENTO FOSCO, PADRÃO ESTILO BOHO, CONFORME MEMORIAL",CPU-HSP-1498,"PLO 05 - PLOTAGEM EM ADESIVO VINÍLICO COM ACABAMENTO FOSCO, PADRÃO ESTILO BOHO, CONFORME MEMORIAL",CPU-PPR,INSUMO,100,EXACT_CODE
19.23,CPU-HSP-1499,"PLO 06, 07, 10, 11, 12, 13, 14, 15 E 16 - PLOTAGEM EM ADESIVO VINÍLICO COM ACABAMENTO FOSCO, PADRÃO MONTANHAS AQUARELADAS, CONFORME MEMORIAL",CPU-HSP-1499,"PLO 06, 07, 10, 11, 12, 13, 14, 15 E 16 - PLOTAGEM EM ADESIVO VINÍLICO COM ACABAMENTO FOSCO, PADRÃO MONTANHAS AQUARELADAS, CONFORME MEMORIAL",CPU-PPR,INSUMO,100,EXACT_CODE
19.24,CPU-HSP-1500,"PLO 08 - PLOTAGEM EM ADESIVO VINÍLICO COM ACABAMENTO FOSCO, PADRÃO INFANTIL, CONFORME MEMORIAL",CPU-HSP-1500,"PLO 08 - PLOTAGEM EM ADESIVO VINÍLICO COM ACABAMENTO FOSCO, PADRÃO INFANTIL, CONFORME MEMORIAL",CPU-PPR,INSUMO,100,EXACT_CODE
19.25,CPU-HSP-1501,"PLO 09 - PLOTAGEM EM ADESIVO VINÍLICO COM ACABAMENTO FOSCO, PADRÃO INFANTIL, CONFORME MEMORIAL",CPU-HSP-1501,"PLO 09 - PLOTAGEM EM ADESIVO VINÍLICO COM ACABAMENTO FOSCO, PADRÃO INFANTIL, CONFORME MEMORIAL",CPU-PPR,INSUMO,100,EXACT_CODE
19.26,CPU-HSP-1548,"PPA - PLACA DE IDENTIFICAÇÃO DE PORTÃO DE ACESSO, COM MOLDURA METÁLICA COM FECHAMENTO EM CHAPA DE ACM, COM INFORMAÇÕES EM VINIL ADESIVO, CONFORME MEMORIAL. DIMENSÃO TOTAL: 70X70CM (CXA)",CPU-HSP-1548,"PPA - PLACA DE IDENTIFICAÇÃO DE PORTÃO DE ACESSO, COM MOLDURA METÁLICA COM FECHAMENTO EM CHAPA DE ACM, COM INFORMAÇÕES EM VINIL ADESIVO, CONFORME MEMORIAL. DIMENSÃO TOTAL: 70X70CM (CXA)",CPU-PPR,INSUMO,100,EXACT_CODE
