idx,source,code,desc,unit,qty,manual_price,type,status,final_price,method
5.21,SINAPI,90091,ESCAVAÇÃO MECÂNICA DE VALA EM MATERIAL DE 1ª CATEGORIA,M3,12558.1,6.319999999999999,ITEM,OK,6.641565367859999,CALCULATED
5.22,SINAPI,102315,ESCAVAÇÃO MECÂNICA DE VALA EM MATERIAL DE 2ª CATEGORIA,M3,6279.05,7.8999999999999995,ITEM,OK,8.448713626979998,CALCULATED
5.23,SINAPI,102355,ESCAVAÇÃO DE VALA EM MATERIAL DE 3ª CATEGORIA,M3,2093.01,195.73000000000002,ITEM,OK,200.651103950635,CALCULATED
5.24,SINAPI,93382,REATERRO E COMPACTAÇÃO COM SOQUETE VIBRATÓRIO,M3,11011.9,29.04,ITEM,OK,32.5660532455578,CALCULATED
5.25,SP EDUCAÇÃO,02.02.021,AÇO CA 50,KG,6549.3,14.329999999999998,ITEM,NO_COMP,14.329999999999998,PO_MANUAL
5.26,SICRO NOVO,1107896,CONCRETO FCK = 25 MPA - CONFECÇÃO EM BETONEIRA E LANÇAMENTO MANUAL - AREIA E BRITA COMERCIAIS,M³,72.77,486.5,ITEM,NO_COMP,486.5,PO_MANUAL
5.27,SICRO NOVO,0804121,"BOCA DE BSTC D = 1,00 M - ESCONSIDADE 0° - AREIA E BRITA COMERCIAIS - ALAS RETAS",UN,3.0,2092.06,ITEM,NO_COMP,2092.06,PO_MANUAL
5.28,SICRO NOVO,0804080,"BOCA DE BSTC D = 0,60 M - ESCONSIDADE 0° - AREIA EXTRAÍDA E BRITA PRODUZIDA - ALAS RETAS",UN,1.0,707.73,ITEM,NO_COMP,707.73,PO_MANUAL
5.29,SICRO NOVO,2003173,DESCIDA D'ÁGUA DE CORTES EM DEGRAUS - DCD 100-50 - AREIA E BRITA COMERCIAIS,M,4.0,931.24,ITEM,NO_COMP,931.24,PO_MANUAL
5.30,SICRO NOVO,2003399,DESCIDA D'ÁGUA DE CORTES EM DEGRAUS - DCD 60-30 - AREIA E BRITA COMERCIAIS,M,3.0,653.26,ITEM,NO_COMP,653.26,PO_MANUAL
5.31,SINAPI,103796,"FABRICAÇÃO, MONTAGEM E DESMONTAGEM DE FÔRMA",M2,873.24,72.89,ITEM,OK,57.872218776756,CALCULATED
5.32,EMOP,05.081.0100-0,"ESCORAMENTO PARA VALAS ""TIPO BLINDAGEM"", COM LARGURA DE 1, 50MA 2, 50M, PROFUNDIDADE DE 1, 50M A 3, 00M, INCLUSIVE MOVIMENTACAO COM ESCAVADEIRA HIDRAULICA E MAO DE OBRA. A MEDICAO SERA FEITA PELO PRODUTO DAS ALTURAS DAS PAREDES ESCORADAS (2 LADOS) VEZES O COMPRIMENTO DA VALA",M2,4000.0,29.160000000000004,ITEM,NO_COMP,29.160000000000004,PO_MANUAL
5.33,SICRO NOVO,5914479,TRANSPORTE COM CAMINHÃO CARROCERIA DE 15 T - RODOVIA PAVIMENTADA,TKM,35200.0,0.72,ITEM,NO_COMP,0.72,PO_MANUAL
5.34,SICRO NOVO,5914464,TRANSPORTE COM CAMINHÃO CARROCERIA DE 15 T - RODOVIA EM REVESTIMENTO PRIMÁRIO,TKM,12800.0,0.88,ITEM,NO_COMP,0.88,PO_MANUAL
5.35,DER-ES,43335,ESPALHAMENTO / REGULARIZAÇÃO / COMPACTAÇÃO DE MATERIAL EM BOTA-FORA,M3,2000.0,3.71,ITEM,NO_COMP,3.71,PO_MANUAL
6,,,ESTRUTURAS DE CONCRETO ARMADO,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
6.1,,,MOVIMENTAÇÃ DE SOLO,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
6.1.1,SINAPI,96521,ESCAVAÇÃO MECANIZADA PARA BLOCO DE COROAMENTO OU SAPATA COM RETROESCAVADEIRA (INCLUINDO ESCAVAÇÃO PARA COLOCAÇÃO DE FÔRMAS). AF_01/2024,M3,2152.23,43.23,ITEM,OK,43.855819413864,CALCULATED
6.1.2,SINAPI,102355,"DESMONTE DE MATERIAL DE 3ª CATEGORIA (BLOCOS DE ROCHAS OU MATACOS), EM VALA, COM MARTELETE PNEUMÁTICO MANUAL - EXCLUSIVE RETIRADA, CARGA E TRANSPORTE. AF_03/2021",M3,250.0,195.73000000000002,ITEM,OK,200.651103950635,CALCULATED
6.1.3,SINAPI,93382,"REATERRO MANUAL DE VALAS, COM COMPACTADOR DE SOLOS DE PERCUSSÃO. AF_08/2023",M3,1821.17,29.04,ITEM,OK,32.5660532455578,CALCULATED
6.1.4,SINAPI,90091,"ESCAVAÇÃO MECANIZADA DE VALA COM PROF. ATÉ 1,5 M (MÉDIA MONTANTE E JUSANTE/UMA COMPOSIÇÃO POR TRECHO), ESCAVADEIRA (0,8 M3), LARG. DE 1,5 M A 2,5 M, EM SOLO DE 1A CATEGORIA, LOCAIS COM BAIXO NÍVEL DE INTERFERÊNCIA. AF_09/2024",M3,1267.5,6.319999999999999,ITEM,OK,6.641565367859999,CALCULATED
6.1.5,SICRO NOVO,5914479,TRANSPORTE COM CAMINHÃO CARROCERIA DE 15 T - RODOVIA PAVIMENTADA,TKM,35720.0,0.72,ITEM,NO_COMP,0.72,PO_MANUAL
6.1.6,SICRO NOVO,5914464,TRANSPORTE COM CAMINHÃO CARROCERIA DE 15 T - RODOVIA EM REVESTIMENTO PRIMÁRIO,TKM,12989.0,0.88,ITEM,NO_COMP,0.88,PO_MANUAL
6.1.7,DER-ES,43335,ESPALHAMENTO / REGULARIZAÇÃO / COMPACTAÇÃO DE MATERIAL EM BOTA-FORA,M3,2029.0,3.71,ITEM,NO_COMP,3.71,PO_MANUAL
6.2,,,FUNDAÇÃO,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
6.2.1,SINAPI,96616,"LASTRO DE CONCRETO MAGRO, APLICADO EM BLOCOS DE COROAMENTO OU SAPATAS. AF_01/2024",M3,135.05,842.22,ITEM,OK,767.3590814706369,CALCULATED
6.2.2,SINAPI,98557,"IMPERMEABILIZAÇÃO DE SUPERFÍCIE COM EMULSÃO ASFÁLTICA, 2 DEMÃOS. AF_09/2023",M2,7057.5,42.09,ITEM,OK,48.13356541266,CALCULATED
6.2.3,SINAPI,104918,"ARMAÇÃO DE SAPATA ISOLADA, VIGA BALDRAME E SAPATA CORRIDA UTILIZANDO AÇO CA-50 DE 8 MM - MONTAGEM. AF_01/2024",KG,2093.0,13.58,ITEM,OK,14.87057074144,CALCULATED
6.2.4,SINAPI,104919,"ARMAÇÃO DE SAPATA ISOLADA, VIGA BALDRAME E SAPATA CORRIDA UTILIZANDO AÇO CA-50 DE 10 MM - MONTAGEM. AF_01/2024",KG,3676.0,12.17,ITEM,OK,13.100654084159999,CALCULATED
6.2.5,SINAPI,104920,"ARMAÇÃO DE BLOCO, SAPATA ISOLADA, VIGA BALDRAME E SAPATA CORRIDA UTILIZANDO AÇO CA-50 DE 12,5 MM - MONTAGEM. AF_01/2024",KG,23604.0,9.99,ITEM,OK,11.0313894368,CALCULATED
6.2.6,SINAPI,104921,"ARMAÇÃO DE BLOCO, SAPATA ISOLADA, VIGA BALDRAME E SAPATA CORRIDA UTILIZANDO AÇO CA-50 DE 16 MM - MONTAGEM. AF_01/2024",KG,23894.0,8.95,ITEM,OK,10.224977196000001,CALCULATED
6.2.7,SINAPI,104922,"ARMAÇÃO DE BLOCO, SAPATA ISOLADA E SAPATA CORRIDA UTILIZANDO AÇO CA-50 DE 20 MM - MONTAGEM. AF_01/2024",KG,2067.0,10.39,ITEM,OK,11.077041565919997,CALCULATED
6.2.8,SINAPI,96535,"FABRICAÇÃO, MONTAGEM E DESMONTAGEM DE FÔRMA PARA SAPATA, EM MADEIRA SERRADA, E=25 MM, 4 UTILIZAÇÕES. AF_01/2024",M2,1978.76,149.45999999999998,ITEM,OK,150.970596241792,CALCULATED
6.2.9,SINAPI,104924,"CONCRETAGEM DE SAPATA, FCK 25 MPA, COM USO DE BOMBA - LANÇAMENTO, ADENSAMENTO E ACABAMENTO.",M3,130.21,681.8199999999999,ITEM,OK,656.25112091188,CALCULATED
6.2.10,SINAPI,104924,"CONCRETAGEM DE SAPATA, FCK 30 MPA, COM USO DE BOMBA - LANÇAMENTO, ADENSAMENTO E ACABAMENTO.",M3,1475.48,701.89,ITEM,OK,656.25112091188,CALCULATED
6.3,,,MUROS DE CONTENÇÃO E CORTINAS DE CONCRETO ARMADO,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
6.3.1,SINAPI,100341,"FABRICAÇÃO, MONTAGEM E DESMONTAGEM DE FÔRMA PARA CORTINA DE CONTENÇÃO, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, E = 18 MM, 10 UTILIZAÇÕES. AF_11/2024",M2,3650.2,44.81,ITEM,OK,41.8718963430512,CALCULATED
6.3.2,SINAPI,92915,"ARMAÇÃO DE ESTRUTURAS DIVERSAS DE CONCRETO ARMADO, EXCETO VIGAS, PILARES, LAJES E FUNDAÇÕES, UTILIZANDO AÇO CA-60 DE 5,0 MM - MONTAGEM. AF_06/2022",KG,1643.0,16.990000000000002,ITEM,OK,18.188700117120003,CALCULATED
6.3.3,SINAPI,100342,"ARMAÇÃO DE CORTINA DE CONTENÇÃO EM CONCRETO ARMADO, COM AÇO CA-50 DE 6,3 MM - MONTAGEM. AF_11/2024",KG,8007.0,16.65,ITEM,OK,14.60611220192,CALCULATED
6.3.4,SINAPI,100343,"ARMAÇÃO DE CORTINA DE CONTENÇÃO EM CONCRETO ARMADO, COM AÇO CA-50 DE 8 MM - MONTAGEM. AF_11/2024",KG,8570.0,14.48,ITEM,OK,13.323036398080001,CALCULATED
6.3.5,SINAPI,100344,"ARMAÇÃO DE CORTINA DE CONTENÇÃO EM CONCRETO ARMADO, COM AÇO CA-50 DE 10 MM - MONTAGEM. AF_11/2024",KG,9595.0,11.68,ITEM,OK,11.71867880144,CALCULATED
6.3.6,SINAPI,100347,"ARMAÇÃO DE CORTINA DE CONTENÇÃO EM CONCRETO ARMADO, COM AÇO CA-50 DE 20 MM - MONTAGEM. AF_11/2024",KG,1282.0,9.5,ITEM,OK,10.025385821759999,CALCULATED
6.3.7,SINAPI,99439,"CONCRETAGEM DE EDIFICAÇÕES (PAREDES E LAJES) FEITAS COM SISTEMA DE FÔRMAS MANUSEÁVEIS, COM CONCRETO USINADO BOMBEÁVEL FCK 30 MPA - LANÇAMENTO, ADENSAMENTO E ACABAMENTO.",M3,651.8,681.8,ITEM,OK,591.757464960304,CALCULATED
6.3.8,SINAPI,102722,"DRENO EM MURO DE CONTENÇÃO, EXECUTADO NO PÉ DO MURO, COM TUBO DE PEAD CORRUGADO FLEXÍVEL PERFURADO, ENCHIMENTO COM BRITA, ENVOLVIDO COM MANTA GEOTÊXTIL. AF_07/2021",M,375.5,55.4,ITEM,OK,58.641594650364,CALCULATED
6.3.9,EMOP,06.085.0010-A,"DRENO VERTICAL NO PARAMENTO INTERNO DE MUROS DE ARRIMO, EXECUTADO EM PRISMAS DE 0, 25 X O, 25M DE SECAO, CHEIOS DE BRITA 3, ADMITINDO AS BARBACAS ESPACADAS DE 1, 50M VERTICALMENTE E 2, 00M HORIZONTALMENTE, MEDINDO-SE O SERVICO PELA AREA DO MUROESTE PERCENTUAL REFERE-SE A DESGASTE DE FERRAMENTASESTE PERCENTUAL REFERE-SE A DESGASTE DE FERRAMENTAS",M2,1825.0,15.75,ITEM,NO_COMP,15.75,PO_MANUAL
6.3.10,GOINFRA CIVIL,121101,IMPERMEABILIZAÇÃO MURO DE ARRIMO COM 4 DEMÃOS DE EMULSÃO ASFÁLTICA,M2,1825.0,17.89,ITEM,NO_COMP,17.89,PO_MANUAL
6.4,,,PILARES E VIGAS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
6.4.1,SINAPI,92431,"MONTAGEM E DESMONTAGEM DE FÔRMA DE PILARES RETANGULARES E ESTRUTURAS SIMILARES, PÉ-DIREITO SIMPLES, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, 10 UTILIZAÇÕES. AF_09/2020",M2,15195.25,67.3,ITEM,OK,67.04795347755844,CALCULATED
6.4.2,SINAPI,92467,"MONTAGEM E DESMONTAGEM DE FÔRMA DE VIGA, ESCORAMENTO COM GARFO DE MADEIRA, PÉ-DIREITO SIMPLES, EM CHAPA DE MADEIRA PLASTIFICADA, 10 UTILIZAÇÕES. AF_09/2020",M2,26905.32,114.93,ITEM,OK,98.98639388576275,CALCULATED
6.4.3,SINAPI,103672,"CONCRETAGEM DE PILARES, FCK = 30 MPA, COM USO DE BOMBA - LANÇAMENTO, ADENSAMENTO E ACABAMENTO. AF_02/2022_PS",M3,1699.23,579.0,ITEM,OK,582.543736260296,CALCULATED
6.4.4,SINAPI,103675,"CONCRETAGEM DE VIGAS E LAJES, FCK=30 MPA, PARA LAJES MACIÇAS OU NERVURADAS COM USO DE BOMBA - LANÇAMENTO, ADENSAMENTO E ACABAMENTO.",M3,2767.05,654.74,ITEM,OK,582.0203144015039,CALCULATED
6.4.5,SINAPI,103675,"CONCRETAGEM DE VIGAS E LAJES, FCK=25 MPA, PARA LAJES MACIÇAS OU NERVURADAS COM USO DE BOMBA - LANÇAMENTO, ADENSAMENTO E ACABAMENTO. AF_02/2022_PS",M3,118.66,617.77,ITEM,OK,582.0203144015039,CALCULATED
6.4.6,SINAPI,103672,"CONCRETAGEM DE PILARES, FCK = 25 MPA, COM USO DE BOMBA - LANÇAMENTO, ADENSAMENTO E ACABAMENTO.",M3,17.99,563.07,ITEM,OK,582.543736260296,CALCULATED
6.4.7,SINAPI,92759,"ARMAÇÃO DE PILAR OU VIGA DE ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-60 DE 5,0 MM - MONTAGEM. AF_06/2022",KG,65762.0,13.9,ITEM,OK,14.861434027199998,CALCULATED
6.4.8,SINAPI,92760,"ARMAÇÃO DE PILAR OU VIGA DE ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 6,3 MM - MONTAGEM. AF_06/2022",KG,5012.0,12.71,ITEM,OK,13.593022684800001,CALCULATED
6.4.9,SINAPI,92761,"ARMAÇÃO DE PILAR OU VIGA DE ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 8,0 MM - MONTAGEM. AF_06/2022",KG,41006.0,11.68,ITEM,OK,12.458167320800001,CALCULATED
6.4.10,SINAPI,92762,"ARMAÇÃO DE PILAR OU VIGA DE ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 10,0 MM - MONTAGEM. AF_06/2022",KG,31834.0,10.26,ITEM,OK,10.96669885888,CALCULATED
6.4.11,SINAPI,92763,"ARMAÇÃO DE PILAR OU VIGA DE ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 12,5 MM - MONTAGEM. AF_06/2022",KG,117813.0,8.52,ITEM,OK,9.1125014632,CALCULATED
6.4.12,SINAPI,92764,"ARMAÇÃO DE PILAR OU VIGA DE ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 16,0 MM - MONTAGEM. AF_06/2022",KG,45006.0,8.17,ITEM,OK,8.73481620208,CALCULATED
6.4.13,SINAPI,92765,"ARMAÇÃO DE PILAR OU VIGA DE ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 20,0 MM - MONTAGEM. AF_06/2022",KG,46510.0,9.24,ITEM,OK,9.873049589599999,CALCULATED
6.4.14,SINAPI,92766,"ARMAÇÃO DE PILAR OU VIGA DE ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 25,0 MM - MONTAGEM. AF_06/2022",KG,24219.0,9.110000000000001,ITEM,OK,9.730410963039999,CALCULATED
6.5,,,LAJE,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
6.5.1,SINAPI,103675,"CONCRETAGEM DE VIGAS E LAJES, FCK=30 MPA, PARA LAJES MACIÇAS OU NERVURADAS COM USO DE BOMBA - LANÇAMENTO, ADENSAMENTO E ACABAMENTO.",M3,4384.72,654.74,ITEM,OK,582.0203144015039,CALCULATED
6.5.2,SINAPI,92526,"MONTAGEM E DESMONTAGEM DE FÔRMA DE LAJE MACIÇA, PÉ-DIREITO SIMPLES, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, 4 UTILIZAÇÕES",M2,32781.0,90.52,ITEM,OK,44.54228143938292,CALCULATED
6.5.3,SINAPI,92768,"ARMAÇÃO DE LAJE DE ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-60 DE 5,0 MM - MONTAGEM. AF_06/2022",KG,20239.0,13.26,ITEM,OK,14.16525955824,CALCULATED
6.5.4,SINAPI,92769,"ARMAÇÃO DE LAJE DE ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 6,3 MM - MONTAGEM. AF_06/2022",KG,101025.0,12.1,ITEM,OK,12.93119181392,CALCULATED
6.5.5,SINAPI,92770,"ARMAÇÃO DE LAJE DE ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 8,0 MM - MONTAGEM. AF_06/2022",KG,128724.0,11.110000000000001,ITEM,OK,11.845735785119999,CALCULATED
6.5.6,SINAPI,92771,"ARMAÇÃO DE LAJE DE ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 10,0 MM - MONTAGEM. AF_06/2022",KG,74110.0,9.73,ITEM,OK,10.412672665439999,CALCULATED
6.5.7,SINAPI,92774,"ARMAÇÃO DE LAJE DE ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 20,0 MM - MONTAGEM. AF_06/2022",KG,6059.0,9.049999999999999,ITEM,OK,9.679310063519997,CALCULATED
6.5.8,SINAPI,92772,"ARMAÇÃO DE LAJE DE ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 12,5 MM - MONTAGEM. AF_06/2022",KG,10460.0,8.06,ITEM,OK,8.623849453599998,CALCULATED
6.5.9,SINAPI,92773,"ARMAÇÃO DE LAJE DE ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 16,0 MM - MONTAGEM. AF_06/2022",KG,7904.0,7.859999999999999,ITEM,OK,8.406781592640002,CALCULATED
6.5.10,SINAPI,92774,"ARMAÇÃO DE LAJE DE ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 25,0 MM",KG,1601.0,8.9,ITEM,OK,9.679310063519997,CALCULATED
6.6,,,ESCADAS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
6.6.1,SINAPI,102003,"MONTAGEM E DESMONTAGEM DE FÔRMA PARA ESCADAS, COM 2 LANCES EM ""U"" E LAJE CASCATA, EM CHAPA DE MADEIRA COMPENSADA RESINADA, 4 UTILIZAÇÕES. AF_11/2020",M2,537.5,312.58000000000004,ITEM,OK,295.02961082803387,CALCULATED
6.6.2,SINAPI,103183,"CONCRETAGEM DE ESCADAS EM EDIFICAÇÕES MULTIFAMILIARES FEITAS COM SISTEMA DE FÔRMAS MANUSEÁVEIS COM CONCRETO USINADO BOMBEÁVEL, FCK 30 MPA - LANÇAMENTO, ADENSAMENTO E ACABAMENTO. AF_09/2024",M3,107.6,760.41,ITEM,OK,644.893309049216,CALCULATED
6.6.3,SINAPI,95943,"ARMAÇÃO DE ESCADA, DE UMA ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-60 DE 5,0 MM - MONTAGEM. AF_11/2020",KG,2397.0,23.08,ITEM,OK,24.750607270239996,CALCULATED
6.6.4,SINAPI,95944,"ARMAÇÃO DE ESCADA, DE UMA ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 6,3 MM - MONTAGEM. AF_11/2020",KG,8007.0,20.45,ITEM,OK,21.910582656960003,CALCULATED
6.6.5,SINAPI,95945,"ARMAÇÃO DE ESCADA, DE UMA ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 8,0 MM - MONTAGEM. AF_11/2020",KG,8652.0,15.89,ITEM,OK,16.989528327040002,CALCULATED
6.6.6,SINAPI,95946,"ARMAÇÃO DE ESCADA, DE UMA ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 10,0 MM - MONTAGEM. AF_11/2020",KG,9662.0,12.19,ITEM,OK,13.04168115776,CALCULATED
6.6.7,SINAPI,95947,"ARMAÇÃO DE ESCADA, DE UMA ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 12,5 MM - MONTAGEM. AF_11/2020",KG,6788.0,9.09,ITEM,OK,9.7250103552,CALCULATED
6.6.8,SINAPI,92923,"ARMAÇÃO DE ESTRUTURAS DIVERSAS DE CONCRETO ARMADO, EXCETO VIGAS, PILARES, LAJES E FUNDAÇÕES, UTILIZANDO AÇO CA-50 DE 20,0 MM - MONTAGEM. AF_06/2022",KG,1402.0,9.67,ITEM,OK,10.346494883519998,CALCULATED
6.7,,,ENSAIOS DE LABORATÓRIO,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
6.7.1,ORSE,I12000,CONTROLE TECNOLÓGICO DE CONCRETO - POR ROMPIMENTO DE CORPO DE PROVA,UN,6755.0,15.0,ITEM,NO_COMP,15.0,PO_MANUAL
7,,,JUNTAS DE DILATAÇÃO,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
7.1,SINAPI,98575,"TRATAMENTO DE JUNTA DE DILATAÇÃO, COM TARUGO DE POLIETILENO E SELANTE PU, INCLUSO PREENCHIMENTO COM ESPUMA EXPANSIVA PU. AF_09/2023",M,2042.2,77.63,ITEM,OK,80.27706666337998,CALCULATED
7.2,SP OBRAS,32.07.260,"PERFIL DE ACABAMENTO COM BORRACHA TERMOPLÁSTICA VULCANIZADA CONTÍNUA FLEXÍVEL, PARA JUNTA DE DILATAÇÃO DE EMBUTIR - PAREDE-PAREDE OU FORRO-FORRO - CANTO",M,242.6,113.16,ITEM,NO_COMP,113.16,PO_MANUAL
7.3,SP OBRAS,32.07.230,"PERFIL DE ACABAMENTO COM BORRACHA TERMOPLÁSTICA VULCANIZADA CONTÍNUA FLEXÍVEL, PARA JUNTA DE DILATAÇÃO DE EMBUTIR - PISO-PISO",M,1799.6,247.72,ITEM,NO_COMP,247.72,PO_MANUAL
8,,,IMPERMEABILIZAÇÃO E PROTEÇÃO DIVERSA,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
8.1,SINAPI,98555,"IMPERMEABILIZAÇÃO DE SUPERFÍCIE COM ARGAMASSA POLIMÉRICA / MEMBRANA ACRÍLICA, 3 DEMÃOS. AF_09/2023",M2,11193.72,35.01,ITEM,OK,36.5100716937,CALCULATED
8.2,SINAPI,98565,"PROTEÇÃO MECÂNICA DE SUPERFICIE HORIZONTAL COM ARGAMASSA DE CIMENTO E AREIA, TRAÇO 1:3, E=3CM. AF_09/2023",M2,5600.0,56.53,ITEM,OK,57.57436588645001,CALCULATED
8.3,SINAPI,88477,"CONTRAPISO COM ARGAMASSA AUTONIVELANTE, APLICADO SOBRE LAJE, ADERIDO, ESPESSURA 3CM. AF_07/2021",M2,5600.0,29.049999999999997,ITEM,OK,28.479917289999996,CALCULATED
8.4,SINAPI,00003409,"POLIESTIRENO EXPANDIDO/EPS (ISOPOR), TIPO 2F, PLACA, ISOLAMENTO TERMOACUSTICO, E = 50 MM, 1000 X 500 MM",M2,5600.0,24.77,ITEM,NO_COMP,24.77,PO_MANUAL
8.5,SINAPI,00004720,"PEDRA BRITADA N. 0, OU PEDRISCO (4,8 A 9,5 MM) POSTO PEDREIRA/FORNECEDOR, SEM FRETE",M3,119.24,128.42,ITEM,NO_COMP,128.42,PO_MANUAL
8.6,CPTM,09.01.10.130.44,"NEM 10_MANTA LÍQUIDA FLEXÍVEL IMPERMEABILIZANTE À BASE DE RESINAS ACRÍLICAS ELÁSTICAS E FLEXÍVEIS E COM MICRO ESFERAR POLIMÉRICAS, APLICADO A FRIO, PARA LAJES COBERTAS SUJEITAS A INFILTRAÇÃO",M²,3072.82,54.56,ITEM,NO_COMP,54.56,PO_MANUAL
8.7,SETOP,ED-50169,"IMPERMEABILIZAÇÃO COM MANTA ASFÁLTICA ANTIRRAIZ, TIPO III, CLASSE A, ESP. 4MM, INCLUSIVE APLICAÇÃO DE PRIMER ASFÁLTICO",M2,5600.0,74.39,ITEM,NO_COMP,74.39,PO_MANUAL
9,,,ALVENARIAS DE VEDAÇÃO,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
9.1,SINAPI,103368,ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA HORIZONTAL DE 14X19X39 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021,M2,21352.54,71.99,ITEM,PARTIAL,48.217705739624996,CALCULATED
9.2,SINAPI,103326,ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 19X19X39 CM (ESPESSURA 19 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021,M2,21573.0,96.45,ITEM,OK,101.00533162674998,CALCULATED
9.3,SETOP,ED-48228,"ALVENARIA DE VEDAÇÃO COM TIJOLO MACIÇO REQUEIMADO, ESP. 20CM, PARA REVESTIMENTO, INCLUSIVE ARGAMASSA PARA ASSENTAMENTO",M2,6892.14,279.39,ITEM,NO_COMP,279.39,PO_MANUAL
9.4,SINAPI,93203,FIXAÇÃO (ENCUNHAMENTO) DE ALVENARIA DE VEDAÇÃO COM ESPUMA DE POLIURETANO EXPANSIVA. AF_03/2024,M,7649.61,14.07,ITEM,OK,14.663524946799999,CALCULATED
9.5,SINAPI,93187,"VERGA E CONTRA VERGA MOLDADA IN LOCO EM CONCRETO, ESPESSURA DE *20* CM. AF_03/2024",M,4049.45,80.06,ITEM,OK,79.82670105748838,CALCULATED
9.6,SINAPI,98551,"TRATAMENTO DE RODAPÉ COM MANTA ASFÁLTICA COLADA COM ASFALTO DERRETIDO, E=4MM. AF_09/2023",M,3667.0,46.83,ITEM,PARTIAL,57.144672556139994,CALCULATED
9.7,SP OBRAS,14.30.070,"DIVISÓRIA SANITÁRIA EM PAINEL LAMINADO MELAMÍNICO ESTRUTURAL COM PERFIS EM ALUMÍNIO, INCLUSIVE FERRAGEM COMPLETA PARA VÃO DE PORTA",M2,1384.0,835.68,ITEM,NO_COMP,835.68,PO_MANUAL
10,,,PAREDES DE GESSO ACARTONADO DIVISÕES INTERNAS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
10.1,SINAPI,96374,INSTALAÇÃO DE REFORÇO DE MADEIRA EM PAREDE DRYWALL. AF_07/2023,M,3257.14,32.809999999999995,ITEM,OK,33.410857069,CALCULATED
10.2,SP OBRAS,32.06.030,LÃ DE VIDRO E/OU LÃ DE ROCHA COM ESPESSURA DE 2´,M2,15481.0,35.900000000000006,ITEM,NO_COMP,35.900000000000006,PO_MANUAL
10.3,CPU-PPR,CPU-HSP-1117,"ISOLAMENTO ACÚSTICO EM PLACAS DE ESPUMA EM MELAMINA INCOMBUSTÍVEL, COM DIMENSÕES 625X625X50MM, COR CINZA FOG, DENSIDADE DE 35KG/M3",M2,2224.68,235.89,ITEM,NO_COMP,235.89,PO_MANUAL
